City;PLZ;State
Alpirsbach;72275;Baden-Württemberg
Königsfeld im Schwarzwald;78126;Baden-Württemberg
Unterkirnach;78089;Baden-Württemberg
Philippsburg;76661;Baden-Württemberg
Schönau im Schwarzwald;79677;Baden-Württemberg
Willstätt;77731;Baden-Württemberg
Denzlingen;79211;Baden-Württemberg
Freiburg im Breisgau;79106;Baden-Württemberg
Efringen-Kirchen;79588;Baden-Württemberg
Mannheim;68307;Baden-Württemberg
Mannheim;68169;Baden-Württemberg
Sulz am Neckar;72172;Baden-Württemberg
Dossenheim;69221;Baden-Württemberg
Pforzheim;75180;Baden-Württemberg
Mühlhausen;69242;Baden-Württemberg
Ölbronn-Dürrn;75248;Baden-Württemberg
Schömberg;72355;Baden-Württemberg
Althengstett;75382;Baden-Württemberg
Bammental;69245;Baden-Württemberg
Wilhelmsfeld;69259;Baden-Württemberg
Gemmingen;75050;Baden-Württemberg
Kirchardt;74912;Baden-Württemberg
Tübingen;72076;Baden-Württemberg
Heilbronn;74078;Baden-Württemberg
Wald;88639;Baden-Württemberg
Bad Wimpfen;74206;Baden-Württemberg
Lauffen am Neckar;74348;Baden-Württemberg
Wannweil;72827;Baden-Württemberg
Neckarsulm;74172;Baden-Württemberg
Heilbronn;74074;Baden-Württemberg
Stuttgart;70372;Baden-Württemberg
Seckach;74743;Baden-Württemberg
Großbettlingen;72663;Baden-Württemberg
Beuren;72660;Baden-Württemberg
Weil am Rhein;79576;Baden-Württemberg
Rümmingen;79595;Baden-Württemberg
Badenweiler;79410;Baden-Württemberg
Kleines Wiesental;79692;Baden-Württemberg
Vörstetten;79279;Baden-Württemberg
Schlat;73114;Baden-Württemberg
Blaustein;89134;Baden-Württemberg
Amstetten;73340;Baden-Württemberg
Achstetten;88480;Baden-Württemberg
Altheim (Alb);89174;Baden-Württemberg
Illerkirchberg;89171;Baden-Württemberg
Königsbronn;89551;Baden-Württemberg
Schöntal;74214;Baden-Württemberg
Obermarchtal;89611;Baden-Württemberg
Hattenhofen;73110;Baden-Württemberg
Laichingen;89150;Baden-Württemberg
Allmendingen;89604;Baden-Württemberg
Rechberghausen;73098;Baden-Württemberg
Brigachtal;78086;Baden-Württemberg
Mannheim;68161;Baden-Württemberg
Neuweiler;75389;Baden-Württemberg
Horb am Neckar;72160;Baden-Württemberg
Schriesheim;69198;Baden-Württemberg
Pforzheim;75173;Baden-Württemberg
Wiesloch;69168;Baden-Württemberg
Sulzfeld;75056;Baden-Württemberg
Egesheim;78592;Baden-Württemberg
Grafenau;71120;Baden-Württemberg
Steißlingen;78256;Baden-Württemberg
Helmstadt-Bargen;74921;Baden-Württemberg
Böblingen;71034;Baden-Württemberg
Weil im Schönbuch;71093;Baden-Württemberg
Pliezhausen;72124;Baden-Württemberg
Reichenau;78479;Baden-Württemberg
Bietigheim-Bissingen;74321;Baden-Württemberg
Pfullendorf;88630;Baden-Württemberg
Konstanz;78465;Baden-Württemberg
Stuttgart;70190;Baden-Württemberg
Buchen;74722;Baden-Württemberg
Höpfingen;74746;Baden-Württemberg
Süßen;73079;Baden-Württemberg
Sulzbach-Laufen;74429;Baden-Württemberg
Aalen;73432;Baden-Württemberg
Unlingen;88527;Baden-Württemberg
Tauberbischofsheim;97941;Baden-Württemberg
Grünkraut;88287;Baden-Württemberg
Laufenburg (Baden);79725;Baden-Württemberg
Ehrenkirchen;79238;Baden-Württemberg
Neuenburg am Rhein;79395;Baden-Württemberg
Endingen am Kaiserstuhl;79346;Baden-Württemberg
Freiburg im Breisgau;79112;Baden-Württemberg
Münstertal;79244;Baden-Württemberg
Ettenheim;77955;Baden-Württemberg
Malterdingen;79364;Baden-Württemberg
Reute;79276;Baden-Württemberg
Dettighofen;79802;Baden-Württemberg
Ladenburg;68526;Baden-Württemberg
Tuningen;78609;Baden-Württemberg
Hemsbach;69502;Baden-Württemberg
Walldorf;69190;Baden-Württemberg
Ispringen;75228;Baden-Württemberg
Spaichingen;78549;Baden-Württemberg
Hirschhorn, Brombach, Heddesbach;69434;Baden-Württemberg
Kürnbach;75057;Baden-Württemberg
Aidlingen;71134;Baden-Württemberg
Ostelsheim;75395;Baden-Württemberg
Neustetten;72149;Baden-Württemberg
Leibertingen, Buchheim;88637;Baden-Württemberg
Güglingen;74363;Baden-Württemberg
Waldbrunn;69429;Baden-Württemberg
Gerlingen;70839;Baden-Württemberg
Nordheim;74226;Baden-Württemberg
Steinenbronn;71144;Baden-Württemberg
Schlaitdorf;72667;Baden-Württemberg
Reutlingen;72762;Baden-Württemberg
Eningen;72800;Baden-Württemberg
Riederich;72585;Baden-Württemberg
Grafenberg;72661;Baden-Württemberg
Dettingen an der Erms;72581;Baden-Württemberg
Oppenweiler;71570;Baden-Württemberg
Eschenbach;73107;Baden-Württemberg
Altheim;89605;Baden-Württemberg
Blaufelden;74572;Baden-Württemberg
Westhausen;73463;Baden-Württemberg
Bopfingen;73441;Baden-Württemberg
Lauf;77886;Baden-Württemberg
Oppenau;77728;Baden-Württemberg
Triberg im Schwarzwald;78098;Baden-Württemberg
Muggensturm;76461;Baden-Württemberg
Stühlingen;79780;Baden-Württemberg
Karlsruhe;76185;Baden-Württemberg
Friesenheim;77948;Baden-Württemberg
Stegen;79252;Baden-Württemberg
Römerstein;72587;Baden-Württemberg
Schorndorf;73614;Baden-Württemberg
Ohmden;73275;Baden-Württemberg
Urbach;73660;Baden-Württemberg
Plüderhausen;73655;Baden-Württemberg
Adelberg;73099;Baden-Württemberg
Attenweiler;88448;Baden-Württemberg
Bad Ditzenbach;73342;Baden-Württemberg
Schwäbisch Gmünd, Täferrot;73527;Baden-Württemberg
Weikersheim;97990;Baden-Württemberg
Bühlerzell;74426;Baden-Württemberg
Kirchdorf an der Iller;88457;Baden-Württemberg
Hüttlingen;73460;Baden-Württemberg
Heidenheim an der Brenz;89522;Baden-Württemberg
Neresheim;73450;Baden-Württemberg
Wolfach, Oberwolfach;77709;Baden-Württemberg
Elchesheim-Illingen;76477;Baden-Württemberg
Friedenweiler;79877;Baden-Württemberg
St. Georgen;78112;Baden-Württemberg
Villingen-Schwenningen;78052;Baden-Württemberg
Karlsruhe;76135;Baden-Württemberg
Dettenheim;76706;Baden-Württemberg
Uttenweiler;88524;Baden-Württemberg
Michelfeld;74545;Baden-Württemberg
Waldenburg;74638;Baden-Württemberg
Munderkingen;89597;Baden-Württemberg
Wieden;79695;Baden-Württemberg
Rickenbach;79736;Baden-Württemberg
Durbach;77770;Baden-Württemberg
Wittlingen;79599;Baden-Württemberg
Mannheim;68199;Baden-Württemberg
Waldbronn;76337;Baden-Württemberg
Karlsdorf-Neuthard;76689;Baden-Württemberg
Neulußheim;68809;Baden-Württemberg
Hambrücken;76707;Baden-Württemberg
Heidelberg;69123;Baden-Württemberg
Rosenfeld;72348;Baden-Württemberg
Engen;78234;Baden-Württemberg
Deckenpfronn;75392;Baden-Württemberg
Ittlingen;74930;Baden-Württemberg
Irndorf;78597;Baden-Württemberg
Sindelfingen;71063;Baden-Württemberg
Holzgerlingen;71088;Baden-Württemberg
Leinfelden-Echterdingen;70771;Baden-Württemberg
Tamm;71732;Baden-Württemberg
Mosbach;74821;Baden-Württemberg
Waldenbuch;71111;Baden-Württemberg
Neckarwestheim;74382;Baden-Württemberg
Stuttgart;70184;Baden-Württemberg
Uhldingen-Mühlhofen;88690;Baden-Württemberg
Neckartenzlingen;72654;Baden-Württemberg
Erdmannhausen;71729;Baden-Württemberg
Denkendorf;73770;Baden-Württemberg
Pfalzgrafenweiler;72285;Baden-Württemberg
Mannheim;68309;Baden-Württemberg
Königsbach-Stein;75203;Baden-Württemberg
Gottmadingen;78244;Baden-Württemberg
Bondorf;71149;Baden-Württemberg
Heimsheim;71296;Baden-Württemberg
Albstadt;72459;Baden-Württemberg
Bodelshausen;72411;Baden-Württemberg
Ditzingen;71254;Baden-Württemberg
Leonberg;71229;Baden-Württemberg
Ofterdingen;72131;Baden-Württemberg
Hessigheim;74394;Baden-Württemberg
Untereisesheim;74257;Baden-Württemberg
Löwenstein;74245;Baden-Württemberg
Spiegelberg;71579;Baden-Württemberg
Amtzell;88279;Baden-Württemberg
Erbach;89155;Baden-Württemberg
Ruppertshofen;73577;Baden-Württemberg
Waldstetten;73550;Baden-Württemberg
Oberdischingen;89610;Baden-Württemberg
Vellberg;74541;Baden-Württemberg
Ulm;89079;Baden-Württemberg
Böhmenkirch;89558;Baden-Württemberg
Wain;88489;Baden-Württemberg
Bernstadt;89182;Baden-Württemberg
Ellwangen (Jagst);73479;Baden-Württemberg
Appenweier;77767;Baden-Württemberg
Ühlingen-Birkendorf;79777;Baden-Württemberg
Freudenstadt;72250;Baden-Württemberg
Aichhalden;78733;Baden-Württemberg
Schelklingen;89601;Baden-Württemberg
Göppingen;73033;Baden-Württemberg
Alfdorf, Schillinghof;73553;Baden-Württemberg
Merklingen;89188;Baden-Württemberg
Schemmerhofen;88433;Baden-Württemberg
Obersontheim;74423;Baden-Württemberg
Mannheim;68165;Baden-Württemberg
Mannheim;68259;Baden-Württemberg
Altensteig;72213;Baden-Württemberg
Edingen-Neckarhausen;68535;Baden-Württemberg
Büsingen am Hochrhein;78266;Baden-Württemberg
Gailingen am Hochrhein;78262;Baden-Württemberg
Schönau;69250;Baden-Württemberg
Zaberfeld;74374;Baden-Württemberg
Fridingen an der Donau;78567;Baden-Württemberg
Eberbach;69412;Baden-Württemberg
Sindelfingen;71069;Baden-Württemberg
Schwieberdingen;71701;Baden-Württemberg
Stuttgart;70197;Baden-Württemberg
Konstanz;78465;Baden-Württemberg
Waldenbuch;71111;Baden-Württemberg
Sonnenbühl;72820;Baden-Württemberg
Stuttgart;70469;Baden-Württemberg
Stuttgart;70439;Baden-Württemberg
Besigheim;74354;Baden-Württemberg
Wolfschlugen;72649;Baden-Württemberg
Hohenstein;72531;Baden-Württemberg
Owen;73277;Baden-Württemberg
Gundelfingen, Heuweiler;79194;Baden-Württemberg
Hohberg;77749;Baden-Württemberg
Freiburg im Breisgau;79106;Baden-Württemberg
Glottertal;79286;Baden-Württemberg
Oberkirch;77704;Baden-Württemberg
St. Blasien, Ibach;79837;Baden-Württemberg
Baden-Baden;76532;Baden-Württemberg
Bad Peterstal-Griesbach;77740;Baden-Württemberg
Kuppenheim;76456;Baden-Württemberg
Schenkenzell;77773;Baden-Württemberg
Unterkirnach;78089;Baden-Württemberg
Loffenau;76597;Baden-Württemberg
Langenargen;88085;Baden-Württemberg
Binzen;79589;Baden-Württemberg
Karlsruhe;76228;Baden-Württemberg
Karlsruhe;76229;Baden-Württemberg
Unterreichenbach;75399;Baden-Württemberg
Eutingen im Gäu;72184;Baden-Württemberg
Kieselbronn;75249;Baden-Württemberg
Mühlhausen-Ehingen;78259;Baden-Württemberg
Bubsheim;78585;Baden-Württemberg
Neidenstein;74933;Baden-Württemberg
Gaienhofen;78343;Baden-Württemberg
Cleebronn;74389;Baden-Württemberg
Meßkirch, Sauldorf;88605;Baden-Württemberg
Nehren;72147;Baden-Württemberg
Badisch Schöllenbach;64754;Baden-Württemberg
Kusterdingen;72127;Baden-Württemberg
Walddorfhäslach;72141;Baden-Württemberg
Stuttgart;70619;Baden-Württemberg
Ilsfeld;74360;Baden-Württemberg
Neudenau;74861;Baden-Württemberg
Meersburg;88709;Baden-Württemberg
Esslingen am Neckar;73732;Baden-Württemberg
Unterensingen;72669;Baden-Württemberg
Markdorf;88677;Baden-Württemberg
Weinstadt;71384;Baden-Württemberg
Korb;71404;Baden-Württemberg
Bad Saulgau, Allmannsweiler;88348;Baden-Württemberg
Waldburg;88289;Baden-Württemberg
Adelmannsfelden;73486;Baden-Württemberg
Hüttisheim;89185;Baden-Württemberg
Breitingen;89183;Baden-Württemberg
Unterwaldhausen;88379;Baden-Württemberg
Mainhardt;74535;Baden-Württemberg
Boxberg;97944;Baden-Württemberg
Oberrot;74420;Baden-Württemberg
Sexau;79350;Baden-Württemberg
Rheinmünster;77836;Baden-Württemberg
Sulzburg;79295;Baden-Württemberg
Ringsheim;77975;Baden-Württemberg
March;79232;Baden-Württemberg
Eisenbach;79871;Baden-Württemberg
Baiersbronn;72270;Baden-Württemberg
Unterkirnach;78089;Baden-Württemberg
Linkenheim-Hochstetten;76351;Baden-Württemberg
Karlsruhe;76133;Baden-Württemberg
Göppingen;73037;Baden-Württemberg
Birenbach;73102;Baden-Württemberg
Gschwend;74417;Baden-Württemberg
Braunsbach;74542;Baden-Württemberg
Ummendorf;88444;Baden-Württemberg
Ulm;89081;Baden-Württemberg
Fichtenau;74579;Baden-Württemberg
Karlsruhe;76131;Baden-Württemberg
Marxzell;76359;Baden-Württemberg
Stutensee;76297;Baden-Württemberg
Niedereschach;78078;Baden-Württemberg
Villingendorf;78667;Baden-Württemberg
Mannheim;68229;Baden-Württemberg
Schömberg;75328;Baden-Württemberg
Nußloch;69226;Baden-Württemberg
Nagold;72202;Baden-Württemberg
Knittlingen;75438;Baden-Württemberg
Böttingen;78583;Baden-Württemberg
Mahlstetten;78601;Baden-Württemberg
Neckarbischofsheim;74924;Baden-Württemberg
Mühlingen;78357;Baden-Württemberg
Sindelfingen;71063;Baden-Württemberg
Stuttgart;70563;Baden-Württemberg
Heilbronn;74080;Baden-Württemberg
Offenau;74254;Baden-Württemberg
Stuttgart;70188;Baden-Württemberg
Oedheim;74229;Baden-Württemberg
Nürtingen;72622;Baden-Württemberg
Großbettlingen;72663;Baden-Württemberg
Stetten;88719;Baden-Württemberg
Deggenhausertal;88693;Baden-Württemberg
Riedlingen;88499;Baden-Württemberg
Freiburg im Breisgau;79102;Baden-Württemberg
Kirchzarten;79199;Baden-Württemberg
Hinterzarten;79856;Baden-Württemberg
Schallbach;79597;Baden-Württemberg
Grenzach-Wyhlen;79639;Baden-Württemberg
Schopfheim;79650;Baden-Württemberg
Freiburg im Breisgau;79108;Baden-Württemberg
Ravensburg;88213;Baden-Württemberg
Lenzkirch;79853;Baden-Württemberg
Schramberg;78144;Baden-Württemberg
Lauchringen;79787;Baden-Württemberg
Unterkirnach;78089;Baden-Württemberg
Unterkirnach;78089;Baden-Württemberg
Untermünkheim;74547;Baden-Württemberg
Donzdorf;73072;Baden-Württemberg
Ballendorf;89177;Baden-Württemberg
Ellenberg;73488;Baden-Württemberg
Altlußheim;68804;Baden-Württemberg
Egenhausen;72227;Baden-Württemberg
Zuzenhausen;74939;Baden-Württemberg
Emmingen-Liptingen;78576;Baden-Württemberg
Meßstetten;72469;Baden-Württemberg
Schwenningen;72477;Baden-Württemberg
Hemmingen;71282;Baden-Württemberg
Rottenburg am Neckar;72108;Baden-Württemberg
Löchgau;74369;Baden-Württemberg
Leingarten;74211;Baden-Württemberg
Trochtelfingen;72818;Baden-Württemberg
Hettingen;72513;Baden-Württemberg
Bermatingen;88697;Baden-Württemberg
Leutenbach;71397;Baden-Württemberg
Wilhelmsdorf;88271;Baden-Württemberg
Plochingen;73207;Baden-Württemberg
Vogtsburg im Kaiserstuhl;79235;Baden-Württemberg
Sasbach am Kaiserstuhl;79361;Baden-Württemberg
Rheinhausen;79365;Baden-Württemberg
Freiburg im Breisgau;79106;Baden-Württemberg
Achern (Abweichung Exklaven);77855;Baden-Württemberg
Ottersweier;77833;Baden-Württemberg
Zell am Harmersbach;77736;Baden-Württemberg
Bühl;77815;Baden-Württemberg
Albbruck;79774;Baden-Württemberg
Schlierbach;73278;Baden-Württemberg
Murrhardt;71540;Baden-Württemberg
Ravensburg;88213;Baden-Württemberg
Weilheim;79809;Baden-Württemberg
Sasbach;77880;Baden-Württemberg
Vöhrenbach;78147;Baden-Württemberg
Simmersfeld;72226;Baden-Württemberg
Mannheim;68163;Baden-Württemberg
Dobel;75335;Baden-Württemberg
Villingen-Schwenningen;78054;Baden-Württemberg
Bruchsal;76646;Baden-Württemberg
Villingen-Schwenningen;78056;Baden-Württemberg
Schwetzingen;68723;Baden-Württemberg
Geisingen;78187;Baden-Württemberg
Rauenberg;69231;Baden-Württemberg
Heidelberg;69126;Baden-Württemberg
Seitingen-Oberflacht;78606;Baden-Württemberg
Sinsheim;74889;Baden-Württemberg
Wimsheim;71299;Baden-Württemberg
Pfaffenhofen;74397;Baden-Württemberg
Böblingen;71032;Baden-Württemberg
Waldbrunn;69429;Baden-Württemberg
Schönaich;71101;Baden-Württemberg
Reichenau;78479;Baden-Württemberg
Stuttgart;70597;Baden-Württemberg
Konstanz;78462;Baden-Württemberg
Reutlingen;72764;Baden-Württemberg
Fellbach;70736;Baden-Württemberg
Marbach am Neckar;71672;Baden-Württemberg
Bad Urach;72574;Baden-Württemberg
Langenbrettach;74243;Baden-Württemberg
Friedrichshafen;88048;Baden-Württemberg
Baltmannsweiler;73666;Baden-Württemberg
Biberach an der Riß;88400;Baden-Württemberg
Öpfingen;89614;Baden-Württemberg
Bad Wurzach;88410;Baden-Württemberg
Eschach, Obergröningen;73569;Baden-Württemberg
Maselheim;88437;Baden-Württemberg
Niederstetten;97996;Baden-Württemberg
Gutenzell-Hürbel;88484;Baden-Württemberg
Heuchlingen;73572;Baden-Württemberg
Mögglingen;73563;Baden-Württemberg
Beimerstetten;89179;Baden-Württemberg
Tannheim;88459;Baden-Württemberg
Asselfingen;89176;Baden-Württemberg
Eimeldingen;79591;Baden-Württemberg
Rümmingen;79595;Baden-Württemberg
Kenzingen;79341;Baden-Württemberg
Umkirch;79224;Baden-Württemberg
Meißenheim;77974;Baden-Württemberg
Wittnau;79299;Baden-Württemberg
Horben;79289;Baden-Württemberg
Oberharmersbach;77784;Baden-Württemberg
Notzingen;73274;Baden-Württemberg
Mehrstetten;72537;Baden-Württemberg
Oberstadion;89613;Baden-Württemberg
Häg-Ehrsberg;79685;Baden-Württemberg
Steinach;77790;Baden-Württemberg
Gaildorf;74405;Baden-Württemberg
Ulm;89077;Baden-Württemberg
Aalen;73430;Baden-Württemberg
Kirchdorf an der Iller;88457;Baden-Württemberg
Unterschneidheim;73485;Baden-Württemberg
Dischingen;89561;Baden-Württemberg
Dornstetten;72280;Baden-Württemberg
Waldachtal;72178;Baden-Württemberg
Schopfloch;72296;Baden-Württemberg
Immendingen;78194;Baden-Württemberg
Kraichtal;76703;Baden-Württemberg
Heidelberg;69120;Baden-Württemberg
Frittlingen;78665;Baden-Württemberg
Dielheim;69234;Baden-Württemberg
Dautmergen;72356;Baden-Württemberg
Rietheim-Weilheim;78604;Baden-Württemberg
Niefern-Öschelbronn;75223;Baden-Württemberg
Mühlheim an der Donau;78570;Baden-Württemberg
Hirrlingen;72145;Baden-Württemberg
Neunkirchen;74867;Baden-Württemberg
Mudau;69427;Baden-Württemberg
Stuttgart;70195;Baden-Württemberg
Walheim;74399;Baden-Württemberg
Stuttgart;70567;Baden-Württemberg
Stuttgart;70180;Baden-Württemberg
Stuttgart;70182;Baden-Württemberg
Gammertingen;72501;Baden-Württemberg
Mundelsheim;74395;Baden-Württemberg
Stuttgart;70329;Baden-Württemberg
Großbottwar;71723;Baden-Württemberg
Weinsberg;74189;Baden-Württemberg
Lehrensteinsfeld;74251;Baden-Württemberg
Eichenbühl;63928;Baden-Württemberg
Wüstenrot, Beilstein-Stocksberg;71543;Baden-Württemberg
Weissach im Tal;71554;Baden-Württemberg
Forchtenberg;74670;Baden-Württemberg
Lauda-Königshofen;97922;Baden-Württemberg
Emerkingen;89607;Baden-Württemberg
Iffezheim;76473;Baden-Württemberg
Gaggenau;76571;Baden-Württemberg
Mannheim;68305;Baden-Württemberg
Weingarten;76356;Baden-Württemberg
Pfinztal;76327;Baden-Württemberg
Neuenbürg;75305;Baden-Württemberg
Jestetten;79798;Baden-Württemberg
Höfen an der Enz;75339;Baden-Württemberg
Sandhausen;69207;Baden-Württemberg
Tengen;78250;Baden-Württemberg
Empfingen;72186;Baden-Württemberg
Geislingen;72351;Baden-Württemberg
Angelbachtal;74918;Baden-Württemberg
Wurmlingen;78573;Baden-Württemberg
Heiligkreuzsteinach;69253;Baden-Württemberg
Meckesheim;74909;Baden-Württemberg
Gäufelden;71126;Baden-Württemberg
Hausen am Tann;72361;Baden-Württemberg
Eppingen;75031;Baden-Württemberg
Spechbach;74937;Baden-Württemberg
Hirrlingen;72145;Baden-Württemberg
Weissach;71287;Baden-Württemberg
Beuron;88631;Baden-Württemberg
Schwarzach;74869;Baden-Württemberg
Mössingen;72116;Baden-Württemberg
Hüffenhardt;74928;Baden-Württemberg
Winterlingen;72474;Baden-Württemberg
Reichenau;78479;Baden-Württemberg
Inzigkofen;72514;Baden-Württemberg
Elztal;74834;Baden-Württemberg
Stuttgart;70173;Baden-Württemberg
Steinheim, Murr;71711;Baden-Württemberg
Lichtenstein;72805;Baden-Württemberg
Schefflenz;74850;Baden-Württemberg
Wendlingen am Neckar;73240;Baden-Württemberg
